CAD	TKE	EPS	INT		Crank	TKE	EPS	Intensty
				 	[CADaTDCF]	[m^2/s^2]	[m^2/s^3]	[m/s]
-103.0159253	13.45101848	2543.637719	2.935525007	 	12.5121	14.0655	115518	2.24988
-102.9159802	13.4498173	2542.024692	2.935295939	 	13.0251	14.4421	116314	2.27065
-102.8160351	13.44858991	2540.419336	2.935066046	 	13.5381	14.8303	117741	2.29081
-102.7160901	13.44736251	2538.813981	2.934836153	 	14.0511	15.2244	119533	2.31049
-102.616145	13.44613511	2537.208625	2.934606259	 	14.5071	15.5805	121212	2.3279
-102.5161999	13.44490772	2535.603269	2.934376366	 	15.0225	16.5593	162884	2.35797
-102.4162548	13.44360226	2534.025236	2.934141269	 	15.5199	17.8555	182610	2.40245
-102.3163097	13.44225797	2532.460793	2.933903583	 	16.0193	18.9424	193416	2.44824
-102.2163646	13.44091368	2530.896351	2.933665896	 	16.5009	19.7596	196448	2.49038
-102.1164195	13.43956939	2529.331908	2.93342821	 	17.0017	20.5678	201929	2.53511
-102.0164745	13.4382251	2527.767466	2.933190524	 	17.5043	21.2066	202829	2.5772
-101.9165294	13.43709969	2526.280154	2.932975769	 	18.0089	21.7653	202510	2.61815
-101.8165843	13.43616453	2524.859882	2.932780944	 	18.516	22.2928	202055	2.65854
-101.7166392	13.43522937	2523.43961	2.932586119	 	19.0259	22.8282	202085	2.69933
-101.6166941	13.43429421	2522.019338	2.932391295	 	19.5385	23.3896	202711	2.74097
-101.516749	13.43335906	2520.599065	2.93219647	 	20.0204	23.7865	196681	2.77759
-101.416804	13.43254143	2519.225806	2.932012615	 	20.5231	24.5038	230738	2.8214
-101.3168589	13.43189851	2517.922429	2.931845066	 	21.0377	25.6795	246083	2.87275
-101.2169138	13.43125559	2516.619051	2.931677516	 	21.5022	26.5813	253018	2.92064
-101.1169687	13.43061266	2515.315674	2.931509967	 	22.02	27.5232	258758	2.97565
-101.0170236	13.42996974	2514.012296	2.931342418	 	22.5401	28.4177	262851	3.03193
-100.9170785	13.42931108	2512.719939	2.93117454	 	23.0107	29.2048	265887	3.08341
-100.8171334	13.42860971	2511.457475	2.931005774	 	23.5364	30.0899	269313	3.14172
-100.7171884	13.42790834	2510.195011	2.930837007	 	24.0123	30.9172	272861	3.19558
-100.6172433	13.42720697	2508.932547	2.93066824	 	24.5442	31.8866	277532	3.25715
-100.5172982	13.4265056	2507.670082	2.930499473	 	25.0259	32.8094	282456	3.31386
-100.4173531	13.42613462	2506.517178	2.930363173	 	25.5104	33.7844	288102	3.37148
-100.317408	13.42590064	2505.40971	2.930240338	 	26.036	34.5214	301358	3.43445
-100.2174629	13.42566667	2504.302242	2.930117502	 	26.5201	36.0263	326921	3.49052
-100.1175178	13.4254327	2503.194774	2.929994667	 	27.0096	37.2059	335387	3.54636
-100.0175728	13.42519873	2502.087306	2.929871832	 	27.5002	38.4031	344269	3.60433
-99.91762768	13.42491981	2501.000609	2.929747925	 	28.0487	39.7854	355444	3.67074
-99.81768259	13.42460809	2499.929073	2.929623238	 	28.5457	41.0619	366000	3.73139
-99.71773751	13.42429637	2498.857537	2.92949855	 	29.0462	42.3669	376860	3.79271
-99.61779242	13.42398465	2497.786001	2.929373862	 	29.5501	43.6983	387878	3.85496
-99.51784734	13.42367294	2496.714465	2.929249174	 	30.0007	44.9012	397915	3.91072
-99.41790225	13.42348265	2495.688034	2.92913663	 	30.5108	46.2733	409168	3.97402
-99.31795717	13.42344369	2494.717806	2.929039218	 	31.0235	47.6568	420051	4.03772
-99.21801208	13.42340472	2493.747579	2.928941805	 	31.51	48.0645	398962	4.10741
-99.118067	13.42336576	2492.777352	2.928844393	 	32.035	50.4868	461834	4.16914
-99.01812191	13.42332679	2491.807125	2.92874698	 	32.547	51.8739	469452	4.22546
-98.91817683	13.42317675	2491.00648	2.928719029	 	33.0024	53.0952	476718	4.27825
-98.81823174	13.42278223	2490.579083	2.92884396	 	33.5152	54.4854	485619	4.33916
-98.71828666	13.42238771	2490.151686	2.928968892	 	34.0282	55.8372	494166	4.3997
-98.61834157	13.42199319	2489.72429	2.929093823	 	34.5412	57.1139	501731	4.45894
-98.51839649	13.42159867	2489.296893	2.929218754	 	35.0542	58.2811	507766	4.51549
-98.4184514	13.42144156	2488.646513	2.929184256	 	35.5102	59.2268	511870	4.56357
-98.31850632	13.42136363	2487.921765	2.929096584	 	36.0232	60.193	515552	4.61477
-98.21856123	13.4212857	2487.197017	2.929008913	 	36.5362	61.0647	518475	4.66297
-98.11861614	13.42120777	2486.472269	2.928921242	 	37.0238	60.6211	461662	4.72819
-98.01867106	13.42112984	2485.747521	2.928833571	 	37.5069	62.5508	539193	4.76377
-97.91872597	13.42111202	2485.15622	2.928754316	 	38.0199	63.3726	543349	4.79548
-97.81878089	13.4211315	2484.647727	2.928680282	 	38.5329	63.9635	542921	4.82781
-97.7188358	13.42115099	2484.139235	2.928606249	 	39.0459	64.5978	543923	4.86278
-97.61889072	13.42117047	2483.630742	2.928532215	 	39.5019	65.2085	545667	4.89551
-97.51894563	13.42118995	2483.12225	2.928458182	 	40.0149	65.9532	548730	4.93335
-97.41900055	13.42130378	2482.671308	2.92839264	 	40.5279	66.7375	552787	4.97149
-97.31905546	13.42151809	2482.281659	2.928336141	 	41.0409	67.5519	557577	5.00916
-97.21911038	13.42173239	2481.892009	2.928279641	 	41.5539	68.3806	563009	5.04579
-97.11916529	13.4219467	2481.50236	2.928223142	 	42.0099	69.1306	568348	5.07756
-97.01922021	13.42216101	2481.11271	2.928166643	 	42.5229	69.9713	574752	5.11171
-96.91927512	13.42245406	2480.747539	2.928118446	 	43.0201	70.14	553455	5.16441
-96.81933004	13.42289241	2480.427539	2.928085569	 	43.5281	72.2007	611030	5.19806
-96.71938495	13.42333077	2480.10754	2.928052692	 	44.0411	73.0829	618613	5.2208
-96.61943987	13.42376912	2479.78754	2.928019816	 	44.5541	73.8415	625087	5.24344
-96.51949478	13.42420748	2479.46754	2.927986939	 	45.0101	74.4836	630538	5.26378
-96.4195497	13.424715	2479.166369	2.927961555	 	45.5231	75.1717	635974	5.28679
-96.31960461	13.42524103	2478.870236	2.927938177	 	46.0361	75.8132	640539	5.30925
-96.21965953	13.42576706	2478.574102	2.927914798	 	46.5491	76.4069	643679	5.33117
-96.11971444	13.42629308	2478.277969	2.927891419	 	47.0051	76.8996	646279	5.34985
-96.01976936	13.42681911	2477.981835	2.92786804	 	47.5181	77.4102	648644	5.37
-95.91982427	13.42734514	2477.68698	2.927845939	 	48.0311	77.8617	650227	5.38857
-95.81987919	13.42787116	2477.392794	2.927824508	 	48.5441	78.2675	651264	5.40606
-95.7199341	13.42839719	2477.098609	2.927803077	 	49.0014	78.3848	634967	5.44077
-95.61998902	13.42892322	2476.804424	2.927781647	 	49.5144	79.9121	675659	5.46319
-95.52004393	13.42944924	2476.510238	2.927760216	 	50.0274	80.2567	675305	5.47353
-95.42009885	13.42992429	2476.210956	2.927735727	 	50.5404	80.4239	673655	5.48189
-95.32015376	13.43035291	2475.907029	2.927708451	 	51.0534	80.5193	671367	5.48955
-95.22020868	13.43078152	2475.603102	2.927681176	 	51.5094	80.5713	668725	5.49607
-95.12026359	13.43121014	2475.299176	2.9276539	 	52.0224	80.5743	664944	5.50269
-95.02031851	13.43163875	2474.995249	2.927626625	 	52.5354	80.5438	660452	5.50912
-94.92037342	13.43215105	2474.714145	2.927608478	 	53.0484	80.4591	655180	5.51471
-94.82042834	13.43279397	2474.468666	2.927604582	 	53.5044	80.3555	650024	5.51927
-94.72048325	13.43343689	2474.223187	2.927600686	 	54.0174	80.1976	643742	5.52369
-94.62053817	13.43407981	2473.977708	2.927596789	 	54.5304	80.0145	637042	5.5277
-94.52059308	13.43472273	2473.732229	2.927592893	 	55.0069	78.7256	573501	5.54191
-94.420648	13.43542025	2473.503692	2.927593953	 	55.5543	80.3765	639405	5.56107
-94.32070291	13.43627504	2473.323966	2.927609296	 	56.0103	80.3238	635394	5.56249
-94.22075783	13.43712983	2473.14424	2.927624638	 	56.5233	80.0604	628271	5.56182
-94.12081274	13.43798463	2472.964514	2.927639981	 	57.0363	79.7491	621334	5.56049
-94.02086766	13.43883942	2472.784788	2.927655323	 	57.5493	79.422	614577	5.55882
-93.92092257	13.4396011	2472.597275	2.927665417	 	58.0053	79.1197	608522	5.55718
-93.82097748	13.44032196	2472.406347	2.92767321	 	58.5183	78.7724	601990	5.55493
-93.7210324	13.44104281	2472.215419	2.927681003	 	59.0313	78.44	595813	5.55297
-93.62108731	13.44176366	2472.02449	2.927688796	 	59.5443	78.1113	590111	5.55075
-93.52114223	13.44248451	2471.833562	2.927696589	 	60.0003	77.8518	585535	5.54946
-93.42119714	13.44335874	2471.691935	2.92771972	 	60.5133	77.5757	580962	5.54796
-93.32125206	13.44435235	2471.588678	2.927754789	 	61.0263	77.3355	577180	5.54682
-93.22130697	13.44534595	2471.48542	2.927789857	 	61.5316	76.4579	537163	5.55837
-93.12136189	13.44633956	2471.382163	2.927824926	 	62.0407	77.6784	583260	5.57165
-93.0214168	13.44733317	2471.278906	2.927859994	 	62.5537	77.7231	583658	5.57236
-92.92147172	13.4482682	2471.173139	2.927890879	 	63.0097	77.6989	583453	5.57246
-92.82152663	13.44912542	2471.064037	2.927916206	 	63.5227	77.705	584239	5.57309
-92.72158155	13.44998265	2470.954935	2.927941533	 	64.0357	77.7653	585648	5.57491
-92.62163646	13.45083988	2470.845833	2.92796686	 	64.5487	77.8624	587476	5.57725
-92.52169138	13.45169711	2470.736731	2.927992187	 	65.0047	77.9815	589550	5.57975
-92.42174629	13.45257313	2470.63854	2.928019755	 	65.5177	78.1642	592228	5.58342
-92.32180121	13.45349367	2470.566211	2.928052631	 	66.0307	78.3823	595235	5.5877
-92.22185612	13.45441422	2470.493883	2.928085508	 	66.5437	78.6591	598702	5.59306
-92.12191104	13.45533477	2470.421554	2.928118385	 	67.0567	78.9776	602554	5.599
-92.02196595	13.45625531	2470.349225	2.928151261	 	67.5127	79.3013	606363	5.60493
-91.92202087	13.45765862	2470.395798	2.928228659	 	68.0117	79.0183	577215	5.62267
-91.82207578	13.4592367	2470.485417	2.928322175	 	68.5499	80.4075	613628	5.63649
-91.7221307	13.46081478	2470.575037	2.928415691	 	69.0059	81.3996	632446	5.65055
-91.62218561	13.46239286	2470.664656	2.928509206	 	69.5189	81.9542	638262	5.65945
-91.52224053	13.46397094	2470.754276	2.928602722	 	70.0319	82.4487	643846	5.66732
-91.42229544	13.46532641	2470.814604	2.928679835	 	70.5449	82.9316	649264	5.675
-91.32235036	13.46653432	2470.855517	2.928746076	 	71.0009	83.3436	653637	5.68163
-91.22240527	13.46774224	2470.896431	2.928812316	 	71.5139	83.7923	658071	5.68924
-91.12246019	13.46895015	2470.937344	2.928878557	 	72.0269	84.2187	662067	5.69636
-91.0225151	13.47015806	2470.978257	2.928944797	 	72.5399	84.6206	665690	5.70307
-90.92257002	13.47151203	2471.064813	2.92902473	 	73.0529	84.9941	668990	5.70912
-90.82262493	13.47303167	2471.203139	2.929120195	 	73.5089	85.3009	671727	5.71399
-90.72267985	13.4745513	2471.341465	2.929215659	 	74.0219	85.6341	674681	5.71936
-90.62273476	13.47607093	2471.47979	2.929311123	 	74.5349	85.9402	677391	5.72418
-90.52278968	13.47759057	2471.618116	2.929406587	 	75.0479	86.2052	679710	5.72819
-90.42284459	13.47926718	2471.801574	2.929517095	 	75.5082	84.7186	601620	5.72488
-90.32289951	13.4812544	2472.074329	2.929657369	 	76.0115	87.1802	687405	5.75211
-90.22295442	13.48324161	2472.347083	2.929797643	 	76.5245	87.6682	695824	5.75829
-90.12300934	13.48522882	2472.619838	2.929937917	 	77.0375	87.7963	697506	5.75926
-90.02306425	13.48721603	2472.892593	2.930078191	 	77.5505	87.8329	698591	5.75847
-89.92311917	13.4891647	2473.16426	2.930215796	 	78.0065	87.8021	698895	5.75663
-89.82317408	13.49096196	2473.431657	2.930342919	 	78.5195	87.6942	698336	5.75326
-89.723229	13.49275922	2473.699054	2.930470042	 	79.0325	87.5159	697031	5.74873
-89.62328391	13.49455647	2473.966451	2.930597165	 	79.5455	87.2719	695035	5.74307
-89.52333882	13.49635373	2474.233848	2.930724288	 	80.0015	87.0002	692785	5.73694
-89.42339374	13.49827264	2474.543354	2.930864824	 	80.5145	86.6501	689919	5.7293
-89.32344865	13.50025985	2474.876504	2.931012891	 	81.0275	86.2402	686652	5.72037
-89.22350357	13.50224706	2475.209655	2.931160958	 	81.5405	85.7945	683166	5.7109
-89.12355848	13.50423428	2475.542805	2.931309024	 	82.0535	85.2945	679204	5.70026
-89.0236134	13.50622149	2475.875955	2.931457091	 	82.5095	84.8091	675318	5.69003
-88.92366831	13.50843615	2476.78268	2.931747563	 	83.0225	84.2136	670473	5.67763
-88.82372323	13.51087146	2478.245814	2.932176177	 	83.5036	82.0775	588966	5.65842
-88.72377814	13.51330677	2479.708948	2.932604792	 	84.0265	83.4549	662879	5.66734
-88.62383306	13.51574208	2481.172081	2.933033406	 	84.5395	83.0194	663581	5.65651
-88.52388797	13.51817739	2482.635215	2.93346202	 	85.0525	82.2943	657981	5.64128
-88.42394289	13.52041613	2483.751269	2.933788798	 	85.5085	81.5774	652201	5.62629
-88.3239978	13.52232693	2484.288305	2.933945685	 	86.0215	80.7081	644903	5.60826
-88.22405272	13.52423773	2484.825342	2.934102572	 	86.5345	79.7815	636791	5.58923
-88.12410763	13.52614854	2485.362378	2.934259459	 	87.0475	78.8079	627897	5.56935
-88.02416255	13.52805934	2485.899414	2.934416346	 	87.5035	77.9121	619369	5.55108
-87.92421746	13.53026792	2486.592986	2.934598732	 	88.0165	76.8886	609363	5.53022
-87.82427238	13.53291754	2487.518404	2.934818883	 	88.5295	75.8656	599253	5.50922
-87.72432729	13.53556715	2488.443821	2.935039035	 	89.0425	74.8526	589234	5.48804
-87.62438221	13.53821677	2489.369239	2.935259187	 	89.5555	73.8622	579421	5.46702
-87.52443712	13.54086638	2490.294656	2.935479339	 	90.0115	73.01	570951	5.44859
-87.42449204	13.5434752	2491.232972	2.935696267	 	90.5245	72.0883	561654	5.42837
-87.32454695	13.54597383	2492.206122	2.935904486	 	91.0375	71.2148	552905	5.40864
-87.22460187	13.54847245	2493.179271	2.936112704	 	91.5505	70.4016	544862	5.38981
-87.12465678	13.55097108	2494.152421	2.936320923	 	92.0065	69.7317	538341	5.37387
-87.0247117	13.55346971	2495.12557	2.936529142	 	92.5173	68.285	486881	5.35595
-86.92476661	13.55646126	2496.201442	2.936780277	 	93.0255	68.9798	532541	5.35742
-86.82482153	13.55965639	2497.319736	2.937049135	 	93.5385	68.5582	529976	5.34524
-86.72487644	13.56285151	2498.43803	2.937317993	 	94.0515	68.057	525163	5.33173
-86.62493136	13.56604664	2499.556324	2.937586851	 	94.5075	67.6397	521656	5.31988
-86.52498627	13.56924176	2500.674618	2.937855709	 	95.0205	67.2077	518197	5.3071
-86.42504119	13.57222408	2501.743629	2.938107767	 	95.5335	66.8076	514960	5.29501
-86.3250961	13.57504904	2502.7762	2.938347401	 	96.0465	66.4334	512031	5.28351
-86.22515102	13.577874	2503.808771	2.938587036	 	96.5025	66.1231	509619	5.2738
-86.12520593	13.58069896	2504.841342	2.93882667	 	97.0155	65.8013	507095	5.26349
-86.02526085	13.58352391	2505.873913	2.939066304	 	97.5285	65.511	504782	5.25399
-85.92531576	13.58640055	2506.915097	2.939311107	 	98.0415	65.2571	502814	5.24522
-85.82537068	13.5893424	2507.967151	2.93956243	 	98.5545	65.0451	501256	5.23732
-85.72542559	13.59228426	2509.019204	2.939813754	 	99.0105	64.8929	500206	5.23111
-85.62548051	13.59522611	2510.071258	2.940065078	 	99.5235	64.7605	499426	5.22497
-85.52553542	13.59816796	2511.123311	2.940316402	 	100.036	64.6748	499119	5.21991
-85.42559033	13.60107366	2512.163917	2.940565316	 	100.549	64.6309	499274	5.21572
-85.32564525	13.60389862	2513.178954	2.940808847	 	101.005	64.6273	499748	5.21288
-85.22570016	13.60672358	2514.193991	2.941052378	 	101.518	64.6573	500618	5.21054
-85.12575508	13.60954854	2515.209027	2.941295909	 	102.031	64.7244	501862	5.20902
-85.02580999	13.6123735	2516.224064	2.94153944	 	102.518	63.5949	440908	5.20198
-84.92586491	13.61528784	2517.259168	2.941791049	 	103.055	65.3174	507520	5.22155
-84.82591982	13.61861934	2518.387934	2.942080364	 	103.511	65.7125	514962	5.22636
-84.72597474	13.62195084	2519.5167	2.942369678	 	104.024	65.9312	516826	5.22881
-84.62602965	13.62528234	2520.645466	2.942658993	 	104.537	66.1255	518990	5.23064
-84.52608457	13.62861385	2521.774231	2.942948308	 	105.05	66.3136	521501	5.23225
-84.42613948	13.63188554	2522.897764	2.943234632	 	105.506	66.4644	523496	5.23348
-84.3261944	13.63511964	2524.018006	2.943519076	 	106.019	66.6116	525222	5.23466
-84.22624931	13.63835373	2525.138248	2.94380352	 	106.532	66.7392	526433	5.23571
-84.12630423	13.64158782	2526.258491	2.944087965	 	107.045	66.8521	527229	5.23676
-84.02635914	13.64482191	2527.378733	2.944372409	 	107.501	66.9437	527709	5.23766
-83.92641406	13.64804662	2528.506474	2.944655915	 	108.014	67.0422	528108	5.23873
-83.82646897	13.65126123	2529.642302	2.944938411	 	108.527	67.1384	528412	5.23994
-83.72652389	13.65447584	2530.77813	2.945220907	 	109.04	67.2362	528726	5.24123
-83.6265788	13.65769045	2531.913958	2.945503403	 	109.553	67.3356	529042	5.24266
-83.52663372	13.66090506	2533.049786	2.945785899	 	110.009	67.4253	529309	5.24404
-83.42668863	13.66414681	2534.200543	2.946073145	 	110.522	67.5241	529568	5.24572
-83.32674355	13.66743935	2535.379233	2.946369278	 	111.035	67.6249	529811	5.24764
-83.22679846	13.67073188	2536.557923	2.946665412	 	111.548	67.7268	530054	5.24966
-83.12685338	13.67402442	2537.736612	2.946961546	 	112.004	67.8128	530191	5.25144
-83.02690829	13.67731696	2538.915302	2.947257679	 				
-82.92696321	13.68069346	2540.115822	2.947561317	 				
-82.82701812	13.68437565	2541.395821	2.947892276	 				
-82.72707304	13.68805784	2542.675819	2.948223234	 				
-82.62712795	13.69174002	2543.955817	2.948554193	 				
-82.52718287	13.69542221	2545.235816	2.948885151	 				
-82.42723778	13.69912984	2546.539986	2.949218813	 				
-82.3272927	13.70285099	2547.857001	2.949553911	 				
-82.22734761	13.70657215	2549.174016	2.94988901	 				
-82.12740253	13.7102933	2550.491031	2.950224108	 				
-82.02745744	13.71401445	2551.808046	2.950559207	 				
-81.92751236	13.71772547	2553.142289	2.950896332	 				
-81.82756727	13.72142714	2554.492425	2.951235327	 				
-81.72762219	13.72512881	2555.84256	2.951574322	 				
-81.6276771	13.72883048	2557.192695	2.951913317	 				
-81.52773202	13.73253215	2558.542831	2.952252312	 				
-81.42778693	13.73652058	2559.966166	2.952616211	 				
-81.32784185	13.74096258	2561.505282	2.953019498	 				
-81.22789676	13.74540459	2563.044397	2.953422785	 				
-81.12795167	13.74984659	2564.583512	2.953826072	 				
-81.02800659	13.7542886	2566.122628	2.954229359	 				
-80.9280615	13.75867109	2567.65883	2.954628742	 				
-80.82811642	13.76287931	2569.186499	2.955016686	 				
-80.72817133	13.76708752	2570.714168	2.955404631	 				
-80.62822625	13.77129574	2572.241838	2.955792576	 				
-80.52828116	13.77550395	2573.769507	2.95618052	 				
-80.42833608	13.77983351	2575.359026	2.956581779	 				
-80.32839099	13.78421706	2576.976072	2.956988963	 				
-80.22844591	13.78860062	2578.593117	2.957396146	 				
-80.12850082	13.79298417	2580.210162	2.95780333	 				
-80.02855574	13.79736773	2581.827207	2.958210514	 				
-79.92861065	13.80189292	2584.39862	2.958776759	 				
-79.82866557	13.80652975	2587.72233	2.959468386	 				
-79.72872048	13.81116657	2591.04604	2.960160014	 				
-79.6287754	13.8158034	2594.36975	2.960851642	 				
-79.52883031	13.82044023	2597.69346	2.96154327	 				
-79.42888523	13.82505536	2600.45847	2.962127817	 				
-79.32894014	13.82964129	2602.471854	2.962568308	 				
-79.22899506	13.83422721	2604.485237	2.963008798	 				
-79.12904997	13.83881314	2606.498621	2.963449289	 				
-79.02910489	13.84339907	2608.512005	2.963889779	 				
-78.9291598	13.84806129	2610.658756	2.9643355	 				
-78.82921472	13.85281501	2612.965481	2.964787493	 				
-78.72926963	13.85756873	2615.272206	2.965239486	 				
-78.62932455	13.86232246	2617.578931	2.96569148	 				
-78.52937946	13.86707618	2619.885655	2.966143473	 				
-78.42943438	13.87185499	2622.221223	2.966597974	 				
-78.32948929	13.87668664	2624.617567	2.967057761	 				
-78.22954421	13.88151829	2627.013911	2.967517547	 				
-78.12959912	13.88634995	2629.410255	2.967977333	 				
-78.02965404	13.8911816	2631.806599	2.96843712	 				
-77.92970895	13.89602798	2634.204877	2.968898655	 				
-77.82976387	13.90093756	2636.611449	2.969367696	 				
-77.72981878	13.90584715	2639.018021	2.969836736	 				
-77.6298737	13.91075673	2641.424594	2.970305777	 				
-77.52992861	13.91566631	2643.831166	2.970774817	 				
-77.42998353	13.92080781	2646.274051	2.971262472	 				
-77.33003844	13.92608756	2648.738584	2.971761223	 				
-77.23009336	13.93136731	2651.203117	2.972259975	 				
-77.13014827	13.93664706	2653.66765	2.972758726	 				
-77.03020319	13.94192681	2656.132183	2.973257477	 				
-76.9302581	13.94745664	2658.642883	2.973778351	 				
-76.83031301	13.95324293	2661.200932	2.974321912	 				
-76.73036793	13.95902923	2663.758981	2.974865473	 				
-76.63042284	13.96481552	2666.317029	2.975409034	 				
-76.53047776	13.97060181	2668.875078	2.975952595	 				
-76.43053267	13.97621937	2671.395864	2.976482797	 				
-76.33058759	13.98153809	2673.850656	2.976989342	 				
-76.2306425	13.9868568	2676.305447	2.977495886	 				
-76.13069742	13.99217552	2678.760239	2.97800243	 				
-76.03075233	13.99749423	2681.21503	2.978508975	 				
-75.93080725	14.00279962	2683.669822	2.979014464	 				
-75.83086216	14.00805989	2686.124614	2.979516381	 				
-75.73091708	14.01332015	2688.579405	2.980018298	 				
-75.63097199	14.01858042	2691.034197	2.980520215	 				
-75.53102691	14.02384069	2693.488988	2.981022132	 				
-75.43108182	14.02948995	2696.044919	2.981559545	 				
-75.33113674	14.03533469	2698.651673	2.982114796	 				
-75.23119165	14.04117944	2701.258428	2.982670046	 				
-75.13124657	14.04702418	2703.865183	2.983225297	 				
-75.03130148	14.05286892	2706.471938	2.983780547	 				
-74.9313564	14.05880707	2709.113981	2.984344101	 				
-74.83141131	14.06482715	2711.786976	2.984914937	 				
-74.73146623	14.07084724	2714.459971	2.985485774	 				
-74.63152114	14.07686732	2717.132967	2.98605661	 				
-74.53157606	14.08288741	2719.805962	2.986627447	 				
-74.43163097	14.08874388	2722.463375	2.987186596	 				
-74.33168589	14.09435483	2725.097405	2.987728209	 				
-74.2317408	14.09996578	2727.731435	2.988269822	 				
-74.13179572	14.10557673	2730.365466	2.988811435	 				
-74.03185063	14.11118768	2732.999496	2.989353047	 				
-73.93190555	14.11700678	2735.691286	2.989912352	 				
-73.83196046	14.12339703	2738.541572	2.990520205	 				
-73.73201538	14.12978728	2741.391858	2.991128059	 				
-73.63207029	14.13617753	2744.242144	2.991735912	 				
-73.53212521	14.14256778	2747.092429	2.992343765	 				
-73.43218012	14.14890637	2749.939053	2.992947988	 				
-73.33223504	14.15491184	2752.762063	2.99352881	 				
-73.23228995	14.16091731	2755.585073	2.994109631	 				
-73.13234487	14.16692279	2758.408084	2.994690452	 				
-73.03239978	14.17292826	2761.231094	2.995271273	 				
-72.9324547	14.17905348	2764.109801	2.995861981	 				
-72.83250961	14.18526839	2767.030224	2.996460093	 				
-72.73256452	14.1914833	2769.950647	2.997058204	 				
-72.63261944	14.19769821	2772.871069	2.997656316	 				
-72.53267435	14.20391312	2775.791492	2.998254428	 				
-72.43272927	14.21029906	2778.781184	2.998868789	 				
-72.33278418	14.21690362	2781.859415	2.999503917	 				
-72.2328391	14.22350818	2784.937646	3.000139046	 				
-72.13289401	14.23011273	2788.015876	3.000774174	 				
-72.03294893	14.23671729	2791.094107	3.001409303	 				
-71.93300384	14.24326221	2794.177705	3.002090356	 				
-71.83305876	14.24967194	2797.27347	3.002875499	 				
-71.73311367	14.25608168	2800.369235	3.003660643	 				
-71.63316859	14.26249141	2803.465	3.004445787	 				
-71.5332235	14.26890114	2806.560765	3.00523093	 				
-71.43327842	14.27531201	2810.151835	3.006012117	 				
-71.33333333	14.28172829	2816.105497	3.006774427	 				
-71.23338825	14.28814457	2822.059158	3.007536737	 				
-71.13344316	14.29456084	2828.01282	3.008299047	 				
-71.03349808	14.30097712	2833.966482	3.009061357	 				
-70.93355299	14.30750941	2839.540019	3.00980829	 				
-70.83360791	14.31450118	2843.607959	3.010494316	 				
-70.73366282	14.32149295	2847.675899	3.011180343	 				
-70.63371774	14.32848472	2851.743839	3.011866369	 				
-70.53377265	14.3354765	2855.81178	3.012552396	 				
-70.43382757	14.34230797	2859.914582	3.013223326	 				
-70.33388248	14.3490489	2864.037073	3.01388573	 				
-70.2339374	14.35578984	2868.159565	3.014548134	 				
-70.13399231	14.36253077	2872.282056	3.015210538	 				
-70.03404723	14.36927171	2876.404547	3.015872942	 				
-69.93410214	14.37610141	2880.541833	3.016541264	 				
-69.83415706	14.38301769	2884.693548	3.017215358	 				
-69.73421197	14.38993397	2888.845263	3.017889451	 				
-69.63426689	14.39685024	2892.996978	3.018563545	 				
-69.5343218	14.40376652	2897.148693	3.019237639	 				
-69.43437672	14.41069735	2901.295315	3.019913915	 				
-69.33443163	14.41765259	2905.433392	3.020593853	 				
-69.23448655	14.42460784	2909.571469	3.021273791	 				
-69.13454146	14.43156308	2913.709547	3.02195373	 				
-69.03459638	14.43851832	2917.847624	3.022633668	 				
-68.93465129	14.44558139	2922.004452	3.023322044	 				
-68.83470621	14.45298473	2926.220459	3.024037051	 				
-68.73476112	14.46038807	2930.436467	3.024752058	 				
-68.63481604	14.4677914	2934.652474	3.025467065	 				
-68.53487095	14.47519474	2938.868481	3.026182071	 				
-68.43492586	14.48263878	2943.094044	3.026900806	 				
-68.33498078	14.49041959	2947.398696	3.027650394	 				
-68.23503569	14.4982004	2951.703349	3.028399982	 				
-68.13509061	14.50598121	2956.008001	3.02914957	 				
-68.03514552	14.51376203	2960.312653	3.029899159	 				
-67.93520044	14.52157073	2964.642271	3.030650075	 				
-67.83525535	14.52940268	2968.992707	3.031402098	 				
-67.73531027	14.53723463	2973.343144	3.032154122	 				
-67.63536518	14.54506659	2977.69358	3.032906145	 				
-67.5354201	14.55289854	2982.044016	3.033658168	 				
-67.43547501	14.56060996	2986.392041	3.034402959	 				
-67.33552993	14.56814967	2990.736633	3.035137449	 				
-67.23558484	14.57568939	2995.081224	3.035871938	 				
-67.13563976	14.58322911	2999.425816	3.036606427	 				
-67.03569467	14.59076882	3003.770407	3.037340916	 				
-66.93574959	14.59840116	3008.153137	3.038082489	 				
-66.8358045	14.60627208	3012.634106	3.038842305	 				
-66.73585942	14.614143	3017.115075	3.039602121	 				
-66.63591433	14.62201392	3021.596044	3.040361938	 				
-66.53596925	14.62988484	3026.077012	3.041121754	 				
-66.43602416	14.63781333	3030.583907	3.041887149	 				
-66.33607908	14.64607634	3035.241436	3.042684956	 				
-66.23613399	14.65433934	3039.898964	3.043482764	 				
-66.13618891	14.66260234	3044.556493	3.044280571	 				
-66.03624382	14.67086535	3049.214021	3.045078378	 				
-65.93629874	14.6791497	3053.92776	3.045876755	 				
-65.83635365	14.68744923	3058.681483	3.046675536	 				
-65.73640857	14.69574876	3063.435207	3.047474317	 				
-65.63646348	14.7040483	3068.18893	3.048273099	 				
-65.5365184	14.71234783	3072.942653	3.04907188	 				
-65.43657331	14.72050662	3077.718368	3.049862745	 				
