what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1329934050908
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1329934050931
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1329934050995
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1329934051063
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1329934051081
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1329934051106
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1329934051136
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1329934051138
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1329934051153
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1329934051155
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1329934051155
started,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1329934051175
started,bundle,org.eclipse.mylyn.context.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.core",1329934051190
started,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1329934051248
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.monitor.ui",1329934051298
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1329934051327
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1329934051342
os,sysinfo,,,"macosx",1329934051349
arch,sysinfo,,,"x86_64",1329934051349
ws,sysinfo,,,"cocoa",1329934051349
locale,sysinfo,,,"de_DE",1329934051349
processors,sysinfo,,,"2",1329934051349
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1329934051349
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-10M3527",1329934051349
java.specification.name,sysinfo,,,"Java Platform API Specification",1329934051349
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329934051349
java.specification.version,sysinfo,,,"1.6",1329934051349
java.vendor,sysinfo,,,"Apple Inc.",1329934051349
java.version,sysinfo,,,"1.6.0_29",1329934051349
java.vm.info,sysinfo,,,"mixed mode",1329934051349
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1329934051349
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1329934051349
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329934051349
java.vm.specification.version,sysinfo,,,"1.0",1329934051349
java.vm.vendor,sysinfo,,,"Apple Inc.",1329934051349
java.vm.version,sysinfo,,,"20.4-b02-402",1329934051349
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1329934626131
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1329934629618
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1329934633030
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1329934641857
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1329934832334
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1329934840192
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1329934841162
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1329934841382
started,bundle,org.eclipse.equinox.p2.ui,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.ui",1329934849132
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk",1329934849146
started,bundle,org.eclipse.equinox.p2.metadata,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.metadata",1329934849486
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1329934853896
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1329935075131
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.install",1329935075285
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.update",1329935084526
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.extensionlocation",1329935085570
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.0.101.R35x_v20090721,"org.eclipse.equinox.p2.artifact.repository",1329935085707
started,bundle,org.eclipse.equinox.p2.publisher,1.0.1.R35x_20100105,"org.eclipse.equinox.p2.publisher",1329935085827
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,1.0.101.R35x_20090820-1821,"org.eclipse.equinox.p2.touchpoint.eclipse",1329935085844
started,bundle,org.eclipse.ui.cheatsheets,3.3.200.v20090526,"org.eclipse.ui.cheatsheets",1329935100019
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1329935100580
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1329935126265
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1329935134875
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1329935173656
error,log,,,"Operation details",1329935173854
error,log,,,"Operation details",1329935174100
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1329935174317
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1329935200066
started,bundle,org.eclipse.help.base,3.4.0.v201002111343,"org.eclipse.help.base",1329935214844
started,bundle,org.eclipse.help.ui,3.4.1.v20090819_35x,"org.eclipse.help.ui",1329935214927
started,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20090520-1800,"org.eclipse.equinox.http.jetty",1329935215539
started,bundle,org.eclipse.equinox.http.servlet,1.0.200.v20090520-1800,"org.eclipse.equinox.http.servlet",1329935215719
